date,country,cases,deaths,popData2020,continentExp,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,driving
2021-03-22,Portugal,450,6,10295909,Europe,-42.0,6.0,-11.0,-50.0,-34.0,15.0,41.92,60.51
2021-03-22,Romania,4267,76,19328838,Europe,-32.0,-4.0,-41.0,-35.0,-27.0,5.0,85.44,77.65
2021-03-22,Slovakia,1966,66,5457873,Europe,-47.0,-1.0,-9.0,-45.0,-31.0,12.0,70.87,65.53
2021-03-22,Slovenia,517,1,2095861,Europe,-34.0,-4.0,5.0,-26.0,-17.0,8.0,109.19,85.44
2021-03-22,Spain,16471,633,47332614,Europe,-28.0,2.0,5.0,-24.0,-17.0,5.0,62.6,77.7
2021-03-22,Sweden,2687,16,10327589,Europe,-19.0,-5.0,33.0,-40.0,-28.0,9.0,88.84,100.75
2021-03-23,Austria,2306,23,8901064,Europe,-41.0,-2.0,-6.0,-33.0,-25.0,9.0,73.75,87.22
2021-03-23,Belgium,6062,24,11522440,Europe,-29.0,7.0,49.0,-29.0,-25.0,11.0,99.13,93.13
2021-03-23,Bulgaria,4467,169,6951482,Europe,-50.0,-1.0,-26.0,-26.0,-36.0,10.0,81.38,65.77
2021-03-23,Croatia,150,13,4058165,Europe,-23.0,7.0,17.0,-23.0,-14.0,4.0,101.21,82.38
2021-03-23,Czechia,8205,245,10693939,Europe,-50.0,1.0,-15.0,-38.0,-32.0,15.0,46.24,72.53
2021-03-23,Denmark,772,2,5822763,Europe,-19.0,-4.0,65.0,-38.0,-31.0,10.0,106.82,110.35
2021-03-23,Estonia,1062,12,1328976,Europe,-39.0,-4.0,21.0,-37.0,-38.0,13.0,90.12,87.9
2021-03-23,Finland,430,5,5525292,Europe,-32.0,0.0,37.0,-47.0,-29.0,11.0,90.48,98.46
2021-03-23,France,46939,343,67320216,Europe,-38.0,1.0,23.0,-28.0,-23.0,9.0,66.79,88.0
2021-03-23,Germany,7485,250,83166711,Europe,-33.0,4.0,26.0,-32.0,-23.0,10.0,89.57,89.08
2021-03-23,Greece,1705,69,10718565,Europe,-56.0,8.0,-19.0,-53.0,-35.0,11.0,64.81,66.27
2021-03-23,Hungary,5481,252,9769526,Europe,-41.0,-4.0,-2.0,-41.0,-36.0,14.0,52.66,81.36
2021-03-23,Ireland,520,1,4964440,Europe,-41.0,4.0,16.0,-59.0,-42.0,15.0,41.8,59.54
2021-03-23,Italy,24501,386,59641488,Europe,-43.0,-4.0,-12.0,-46.0,-31.0,13.0,49.74,63.74
2021-03-23,Latvia,177,2,1907675,Europe,-26.0,-5.0,28.0,-39.0,-36.0,10.0,73.02,77.05
2021-03-23,Lithuania,329,10,2794090,Europe,-38.0,21.0,32.0,-33.0,-28.0,8.0,105.84,82.7
2021-03-23,Luxembourg,81,1,626108,Europe,-32.0,1.0,23.0,-24.0,-26.0,9.0,89.32,80.58
2021-03-23,Netherlands,6257,15,17407585,Europe,-32.0,6.0,51.0,-48.0,-31.0,11.0,79.64,80.81
2021-03-23,Norway,2386,1,5367580,Europe,-20.0,2.0,34.0,-43.0,-28.0,10.0,98.27,94.78
2021-03-23,Poland,14579,65,37958138,Europe,-32.0,-4.0,-3.0,-39.0,-24.0,10.0,73.36,81.86
2021-03-23,Portugal,248,16,10295909,Europe,-42.0,5.0,-13.0,-49.0,-34.0,15.0,42.25,61.15
2021-03-23,Romania,3743,60,19328838,Europe,-29.0,1.0,-34.0,-33.0,-26.0,4.0,90.93,79.72
2021-03-23,Slovakia,3047,60,5457873,Europe,-49.0,-2.0,-2.0,-44.0,-31.0,11.0,80.04,69.21
2021-03-23,Slovenia,290,0,2095861,Europe,-34.0,-5.0,23.0,-21.0,-17.0,7.0,116.96,89.76
2021-03-23,Spain,5516,201,47332614,Europe,-29.0,2.0,10.0,-22.0,-17.0,5.0,67.36,81.2
2021-03-23,Sweden,7652,14,10327589,Europe,-17.0,-4.0,66.0,-37.0,-27.0,9.0,94.99,102.22
2021-03-24,Austria,2715,40,8901064,Europe,-39.0,0.0,8.0,-31.0,-25.0,9.0,77.17,88.64
2021-03-24,Belgium,5615,27,11522440,Europe,-21.0,9.0,66.0,-25.0,-24.0,10.0,110.97,99.15
2021-03-24,Bulgaria,4851,119,6951482,Europe,-50.0,-2.0,-25.0,-24.0,-36.0,10.0,78.59,66.92
2021-03-24,Croatia,956,22,4058165,Europe,-21.0,12.0,26.0,-24.0,-14.0,3.0,103.41,86.73
2021-03-24,Czechia,10972,203,10693939,Europe,-48.0,3.0,7.0,-34.0,-31.0,14.0,53.48,74.52
2021-03-24,Denmark,754,1,5822763,Europe,-21.0,-4.0,62.0,-39.0,-30.0,10.0,109.23,111.55
2021-03-24,Estonia,1552,14,1328976,Europe,-40.0,-3.0,5.0,-38.0,-38.0,14.0,81.64,86.51
2021-03-24,Finland,640,4,5525292,Europe,-32.0,0.0,34.0,-47.0,-29.0,11.0,81.61,97.13
2021-03-24,France,38088,287,67320216,Europe,-40.0,0.0,31.0,-28.0,-23.0,8.0,71.89,91.85
2021-03-24,Germany,15813,248,83166711,Europe,-28.0,4.0,72.0,-29.0,-22.0,9.0,96.18,91.71
2021-03-24,Greece,3517,51,10718565,Europe,-48.0,36.0,15.0,-46.0,-34.0,9.0,74.45,71.88
2021-03-24,Hungary,7587,249,9769526,Europe,-42.0,-4.0,-3.0,-40.0,-35.0,14.0,53.85,83.44
2021-03-24,Ireland,365,22,4964440,Europe,-43.0,5.0,15.0,-59.0,-42.0,16.0,45.83,60.83
2021-03-24,Italy,18739,551,59641488,Europe,-43.0,-2.0,-4.0,-45.0,-30.0,13.0,50.84,65.52
2021-03-24,Latvia,508,12,1907675,Europe,-29.0,-9.0,9.0,-41.0,-35.0,11.0,63.54,76.37
2021-03-24,Lithuania,868,15,2794090,Europe,-38.0,22.0,29.0,-33.0,-28.0,9.0,107.77,85.21
2021-03-24,Luxembourg,165,7,626108,Europe,-36.0,-2.0,13.0,-25.0,-26.0,10.0,99.23,83.5
2021-03-24,Netherlands,5550,49,17407585,Europe,-31.0,4.0,73.0,-43.0,-27.0,10.0,85.5,86.54
2021-03-24,Norway,1100,0,5367580,Europe,-21.0,5.0,25.0,-43.0,-27.0,10.0,98.39,97.89
2021-03-24,Poland,16740,396,37958138,Europe,-27.0,0.0,-1.0,-37.0,-24.0,9.0,75.64,81.88
2021-03-24,Portugal,434,10,10295909,Europe,-42.0,5.0,-8.0,-48.0,-33.0,15.0,43.89,62.89
2021-03-24,Romania,6149,174,19328838,Europe,-29.0,3.0,-37.0,-32.0,-26.0,4.0,87.12,78.59
2021-03-24,Slovakia,3490,86,5457873,Europe,-48.0,-1.0,-2.0,-44.0,-31.0,13.0,82.8,70.54
2021-03-24,Slovenia,983,6,2095861,Europe,-33.0,-3.0,37.0,-21.0,-16.0,7.0,122.8,95.2
2021-03-24,Spain,7026,320,47332614,Europe,-28.0,4.0,10.0,-23.0,-17.0,5.0,69.05,85.0
2021-03-24,Sweden,7707,15,10327589,Europe,-19.0,-2.0,29.0,-40.0,-27.0,10.0,92.2,104.89
2021-03-25,Austria,3262,29,8901064,Europe,-38.0,1.0,20.0,-28.0,-25.0,8.0,84.34,93.04
2021-03-25,Belgium,5663,34,11522440,Europe,-26.0,12.0,23.0,-29.0,-25.0,12.0,102.45,97.15
2021-03-25,Bulgaria,4375,106,6951482,Europe,-46.0,4.0,-14.0,-17.0,-35.0,9.0,86.91,71.45
2021-03-25,Croatia,1891,20,4058165,Europe,-18.0,9.0,38.0,-21.0,-14.0,3.0,104.25,90.22
2021-03-25,Czechia,8851,192,10693939,Europe,-46.0,4.0,25.0,-33.0,-30.0,13.0,56.69,76.92
2021-03-25,Denmark,-2001,1,5822763,Europe,-18.0,-1.0,101.0,-37.0,-29.0,9.0,112.99,113.6
2021-03-25,Estonia,1429,13,1328976,Europe,-40.0,-4.0,16.0,-37.0,-38.0,14.0,85.99,84.9
2021-03-25,Finland,803,2,5525292,Europe,-32.0,3.0,38.0,-46.0,-28.0,11.0,88.97,102.59
2021-03-25,France,37136,245,67320216,Europe,-42.0,3.0,9.0,-29.0,-23.0,9.0,66.39,88.8
2021-03-25,Germany,22657,228,83166711,Europe,-32.0,5.0,47.0,-30.0,-22.0,9.0,96.32,93.0
2021-03-25,Greece,3058,67,10718565,Europe,-66.0,-62.0,23.0,-67.0,-74.0,22.0,59.59,53.34
2021-03-25,Hungary,9637,272,9769526,Europe,-39.0,-1.0,11.0,-39.0,-35.0,14.0,56.15,84.18
2021-03-25,Ireland,680,18,4964440,Europe,-43.0,8.0,0.0,-60.0,-42.0,17.0,43.6,61.7
2021-03-25,Italy,21246,460,59641488,Europe,-43.0,-1.0,-6.0,-45.0,-30.0,14.0,51.64,65.99
2021-03-25,Latvia,776,11,1907675,Europe,-30.0,-4.0,5.0,-40.0,-35.0,11.0,71.21,80.5
2021-03-25,Lithuania,803,9,2794090,Europe,-40.0,21.0,6.0,-33.0,-29.0,9.0,102.69,85.37
2021-03-25,Luxembourg,245,2,626108,Europe,-35.0,1.0,0.0,-27.0,-25.0,10.0,92.47,81.53
2021-03-25,Netherlands,7574,32,17407585,Europe,-37.0,3.0,34.0,-48.0,-30.0,12.0,84.36,84.96
2021-03-25,Norway,1078,7,5367580,Europe,-23.0,8.0,25.0,-43.0,-29.0,10.0,98.36,104.1
2021-03-25,Poland,30802,579,37958138,Europe,-21.0,7.0,21.0,-34.0,-24.0,8.0,79.89,85.21
2021-03-25,Portugal,575,11,10295909,Europe,-40.0,9.0,-8.0,-48.0,-34.0,15.0,41.91,65.62
2021-03-25,Romania,6136,137,19328838,Europe,-26.0,4.0,-29.0,-30.0,-25.0,4.0,100.36,84.46
2021-03-25,Slovakia,3062,71,5457873,Europe,-45.0,3.0,18.0,-42.0,-30.0,12.0,88.63,73.05
2021-03-25,Slovenia,1289,15,2095861,Europe,-29.0,6.0,38.0,-18.0,-16.0,6.0,124.66,94.8
2021-03-25,Spain,6393,356,47332614,Europe,-26.0,8.0,10.0,-20.0,-17.0,5.0,73.32,88.5
2021-03-25,Sweden,6369,22,10327589,Europe,-12.0,7.0,37.0,-38.0,-27.0,9.0,95.14,108.8
2021-03-26,Austria,3516,16,8901064,Europe,-38.0,4.0,30.0,-29.0,-28.0,8.0,89.83,99.47
2021-03-26,Belgium,5784,20,11522440,Europe,-29.0,14.0,28.0,-26.0,-24.0,12.0,108.62,102.89
2021-03-26,Bulgaria,3988,99,6951482,Europe,-44.0,6.0,2.0,-16.0,-34.0,8.0,94.03,82.05
2021-03-26,Croatia,1673,10,4058165,Europe,-20.0,13.0,45.0,-20.0,-14.0,2.0,123.46,110.14
2021-03-26,Czechia,7946,189,10693939,Europe,-47.0,7.0,25.0,-32.0,-30.0,14.0,58.56,75.79
2021-03-26,Denmark,814,5,5822763,Europe,-21.0,-2.0,90.0,-39.0,-29.0,9.0,121.64,120.44
2021-03-26,Estonia,1150,11,1328976,Europe,-41.0,-2.0,20.0,-39.0,-37.0,14.0,104.19,98.8
2021-03-26,Finland,726,3,5525292,Europe,-30.0,4.0,45.0,-48.0,-28.0,11.0,98.33,121.42
2021-03-26,France,38227,225,67320216,Europe,-42.0,3.0,-3.0,-29.0,-24.0,11.0,71.03,92.97
2021-03-26,Germany,21573,183,83166711,Europe,-32.0,5.0,59.0,-31.0,-23.0,10.0,104.53,100.2
2021-03-26,Greece,2587,52,10718565,Europe,-52.0,22.0,20.0,-47.0,-35.0,12.0,78.93,71.32
2021-03-26,Hungary,11265,275,9769526,Europe,-39.0,0.0,26.0,-37.0,-35.0,14.0,62.68,93.13
2021-03-26,Ireland,594,3,4964440,Europe,-45.0,7.0,-12.0,-61.0,-40.0,18.0,47.44,68.9
2021-03-26,Italy,23681,460,59641488,Europe,-44.0,3.0,-8.0,-45.0,-30.0,14.0,55.7,68.03
2021-03-26,Latvia,606,13,1907675,Europe,-25.0,-1.0,37.0,-35.0,-34.0,10.0,85.12,94.84
2021-03-26,Lithuania,793,11,2794090,Europe,-38.0,27.0,60.0,-26.0,-26.0,7.0,128.18,102.94
2021-03-26,Luxembourg,298,8,626108,Europe,-37.0,8.0,7.0,-26.0,-27.0,12.0,99.64,84.29
2021-03-26,Netherlands,7688,26,17407585,Europe,-36.0,4.0,51.0,-44.0,-26.0,11.0,93.49,90.67
2021-03-26,Norway,984,0,5367580,Europe,-29.0,1.0,4.0,-43.0,-28.0,11.0,91.98,112.09
2021-03-26,Poland,34150,520,37958138,Europe,-21.0,9.0,23.0,-33.0,-23.0,8.0,95.77,95.57
2021-03-26,Portugal,423,9,10295909,Europe,-47.0,10.0,-23.0,-50.0,-34.0,17.0,43.87,62.34
2021-03-26,Romania,6651,140,19328838,Europe,-27.0,4.0,-21.0,-25.0,-8.0,2.0,110.06,90.94
2021-03-26,Slovakia,2633,52,5457873,Europe,-45.0,5.0,37.0,-42.0,-29.0,13.0,94.77,76.59
2021-03-26,Slovenia,1164,8,2095861,Europe,-33.0,-3.0,44.0,-20.0,-17.0,7.0,130.57,110.79
2021-03-26,Spain,7586,590,47332614,Europe,-30.0,6.0,4.0,-23.0,-20.0,6.0,84.75,100.25
2021-03-26,Sweden,6295,22,10327589,Europe,-13.0,-1.0,38.0,-37.0,-27.0,9.0,105.74,118.0
2021-03-27,Austria,3487,24,8901064,Europe,-41.0,-3.0,3.0,-34.0,-17.0,6.0,77.03,86.63
2021-03-27,Belgium,3084,28,11522440,Europe,-52.0,-1.0,22.0,-34.0,-9.0,11.0,106.22,91.55
2021-03-27,Bulgaria,4129,89,6951482,Europe,-42.0,5.0,35.0,-5.0,-18.0,0.0,101.17,88.26
2021-03-27,Croatia,1802,16,4058165,Europe,-23.0,8.0,42.0,-25.0,-12.0,0.0,124.4,114.66
2021-03-27,Czechia,47,139,10693939,Europe,-59.0,2.0,-12.0,-37.0,-5.0,8.0,41.83,57.11
2021-03-27,Denmark,789,2,5822763,Europe,-27.0,-1.0,51.0,-40.0,-2.0,5.0,110.24,113.12
2021-03-27,Estonia,1151,13,1328976,Europe,-48.0,-2.0,45.0,-33.0,-18.0,5.0,108.87,105.91
2021-03-27,Finland,512,4,5525292,Europe,-34.0,3.0,39.0,-48.0,-6.0,6.0,97.23,120.1
2021-03-27,France,39932,897,67320216,Europe,-44.0,-1.0,8.0,-33.0,-16.0,8.0,76.65,90.32
2021-03-27,Germany,20472,157,83166711,Europe,-45.0,-3.0,0.0,-39.0,-6.0,8.0,88.72,88.81
2021-03-27,Greece,1466,53,10718565,Europe,-54.0,14.0,45.0,-45.0,-24.0,8.0,82.11,66.34
2021-03-27,Hungary,10167,253,9769526,Europe,-40.0,-3.0,54.0,-25.0,-6.0,5.0,63.05,95.78
2021-03-27,Ireland,569,20,4964440,Europe,-50.0,8.0,-6.0,-61.0,-21.0,11.0,50.92,61.54
2021-03-27,Italy,24076,457,59641488,Europe,-49.0,-1.0,-18.0,-47.0,-27.0,12.0,52.3,57.5
2021-03-27,Latvia,638,3,1907675,Europe,-26.0,0.0,72.0,-22.0,-9.0,0.0,94.62,107.89
2021-03-27,Lithuania,872,8,2794090,Europe,-41.0,22.0,61.0,-28.0,2.0,0.0,115.74,78.98
2021-03-27,Luxembourg,260,2,626108,Europe,-39.0,5.0,-15.0,-31.0,-10.0,8.0,92.34,75.88
2021-03-27,Netherlands,7553,24,17407585,Europe,-44.0,0.0,22.0,-46.0,-1.0,8.0,90.32,87.04
2021-03-27,Norway,833,0,5367580,Europe,-38.0,-3.0,34.0,-45.0,-11.0,5.0,79.25,91.93
2021-03-27,Poland,35145,445,37958138,Europe,-43.0,-8.0,18.0,-35.0,-5.0,6.0,79.32,78.59
2021-03-27,Portugal,488,5,10295909,Europe,-58.0,-8.0,-33.0,-55.0,-20.0,14.0,38.42,48.38
2021-03-27,Romania,6516,116,19328838,Europe,-29.0,0.0,1.0,-22.0,-7.0,-1.0,100.67,83.75
2021-03-27,Slovakia,3197,60,5457873,Europe,-49.0,1.0,33.0,-38.0,-4.0,5.0,79.86,57.32
2021-03-27,Slovenia,1034,8,2095861,Europe,-34.0,4.0,13.0,-19.0,-9.0,5.0,92.56,88.81
2021-03-27,Spain,0,0,47332614,Europe,-33.0,1.0,11.0,-23.0,-13.0,4.0,91.45,104.19
2021-03-27,Sweden,5197,19,10327589,Europe,-15.0,1.0,32.0,-32.0,0.0,4.0,104.26,123.18
2021-03-28,Austria,3896,27,8901064,Europe,-55.0,-9.0,40.0,-29.0,-19.0,4.0,68.91,84.39
2021-03-28,Belgium,1707,23,11522440,Europe,-49.0,-6.0,62.0,-25.0,-7.0,7.0,102.11,90.04
2021-03-28,Bulgaria,2537,49,6951482,Europe,-43.0,0.0,75.0,-7.0,-18.0,-2.0,88.47,80.44
2021-03-28,Croatia,1790,18,4058165,Europe,-27.0,3.0,40.0,-22.0,-12.0,1.0,99.16,93.24
2021-03-28,Czechia,7699,96,10693939,Europe,-54.0,-6.0,30.0,-31.0,-5.0,6.0,47.33,64.72
2021-03-28,Denmark,416,2,5822763,Europe,-21.0,-12.0,27.0,-44.0,-2.0,5.0,93.29,107.62
2021-03-28,Estonia,892,0,1328976,Europe,-46.0,-5.0,48.0,-36.0,-19.0,4.0,85.77,86.16
2021-03-28,Finland,791,1,5525292,Europe,-39.0,-4.0,29.0,-51.0,-6.0,6.0,81.97,103.68
2021-03-28,France,25130,190,67320216,Europe,-44.0,7.0,43.0,-29.0,-12.0,4.0,58.97,82.05
2021-03-28,Germany,17176,90,83166711,Europe,-43.0,10.0,71.0,-31.0,-3.0,5.0,94.05,90.72
2021-03-28,Greece,3132,72,10718565,Europe,-53.0,21.0,80.0,-40.0,-26.0,7.0,77.23,65.55
2021-03-28,Hungary,9082,220,9769526,Europe,-39.0,-2.0,40.0,-27.0,-7.0,4.0,53.16,83.23
2021-03-28,Ireland,610,2,4964440,Europe,-56.0,-9.0,-24.0,-65.0,-20.0,12.0,39.44,52.52
2021-03-28,Italy,23834,380,59641488,Europe,-60.0,-27.0,-14.0,-48.0,-20.0,11.0,45.97,51.0
2021-03-28,Latvia,602,5,1907675,Europe,-26.0,0.0,80.0,-27.0,-5.0,0.0,68.23,81.21
2021-03-28,Lithuania,771,10,2794090,Europe,-47.0,16.0,29.0,-37.0,2.0,2.0,76.04,66.3
2021-03-28,Luxembourg,290,0,626108,Europe,-39.0,7.0,88.0,-26.0,-11.0,4.0,83.77,69.4
2021-03-28,Netherlands,8792,29,17407585,Europe,-49.0,-7.0,31.0,-45.0,-1.0,6.0,75.14,77.59
2021-03-28,Norway,0,0,5367580,Europe,-49.0,-7.0,12.0,-49.0,-11.0,7.0,71.44,87.03
2021-03-28,Poland,31759,448,37958138,Europe,-31.0,101.0,18.0,-33.0,5.0,4.0,62.62,71.82
2021-03-28,Portugal,344,8,10295909,Europe,-63.0,-23.0,-34.0,-58.0,-19.0,13.0,34.06,43.66
2021-03-28,Romania,5869,162,19328838,Europe,-31.0,-2.0,9.0,-27.0,-10.0,0.0,86.9,81.72
2021-03-28,Slovakia,3129,53,5457873,Europe,-49.0,-3.0,36.0,-41.0,-7.0,5.0,73.49,60.4
2021-03-28,Slovenia,1251,11,2095861,Europe,-69.0,-85.0,-16.0,-37.0,-20.0,7.0,73.04,74.09
2021-03-28,Spain,0,0,47332614,Europe,-31.0,5.0,18.0,-24.0,-11.0,2.0,72.54,92.25
2021-03-28,Sweden,1982,17,10327589,Europe,-20.0,-8.0,7.0,-43.0,-3.0,5.0,80.92,114.82
2021-03-29,Austria,2667,11,8901064,Europe,-27.0,-1.0,37.0,-32.0,-35.0,8.0,88.33,98.74
2021-03-29,Belgium,6213,31,11522440,Europe,-35.0,-5.0,108.0,-46.0,-41.0,14.0,115.41,101.2
2021-03-29,Bulgaria,983,60,6951482,Europe,-39.0,4.0,20.0,-13.0,-34.0,6.0,90.18,72.41
2021-03-29,Croatia,1321,21,4058165,Europe,-14.0,13.0,55.0,-22.0,-15.0,2.0,117.58,92.79
2021-03-29,Czechia,5719,263,10693939,Europe,-44.0,2.0,13.0,-33.0,-30.0,13.0,55.25,76.29
2021-03-29,Denmark,964,1,5822763,Europe,-5.0,1.0,89.0,-44.0,-46.0,11.0,124.04,126.49
2021-03-29,Estonia,584,19,1328976,Europe,-39.0,-6.0,-10.0,-41.0,-37.0,14.0,75.17,79.09
2021-03-29,Finland,458,3,5525292,Europe,-31.0,-1.0,2.0,-50.0,-29.0,11.0,80.09,101.49
2021-03-29,France,5122,131,67320216,Europe,-37.0,1.0,37.0,-28.0,-24.0,8.0,66.38,86.37
2021-03-29,Germany,9872,43,83166711,Europe,-24.0,7.0,91.0,-32.0,-30.0,9.0,108.21,97.91
2021-03-29,Greece,1441,54,10718565,Europe,-44.0,9.0,55.0,-43.0,-33.0,9.0,74.05,68.51
2021-03-29,Hungary,7263,189,9769526,Europe,-35.0,-3.0,25.0,-37.0,-35.0,13.0,58.08,85.11
2021-03-29,Ireland,604,13,4964440,Europe,-37.0,4.0,51.0,-58.0,-47.0,16.0,53.33,66.05
2021-03-29,Italy,19604,297,59641488,Europe,-39.0,-2.0,3.0,-45.0,-29.0,12.0,50.76,65.22
2021-03-29,Latvia,324,6,1907675,Europe,-31.0,-12.0,-4.0,-43.0,-36.0,11.0,61.96,75.59
2021-03-29,Lithuania,494,12,2794090,Europe,-41.0,17.0,-4.0,-36.0,-29.0,9.0,95.35,78.01
2021-03-29,Luxembourg,0,0,626108,Europe,-28.0,0.0,40.0,-27.0,-27.0,9.0,96.55,82.7
2021-03-29,Netherlands,7421,15,17407585,Europe,-28.0,0.0,85.0,-44.0,-30.0,10.0,84.93,84.73
2021-03-29,Norway,0,0,5367580,Europe,-15.0,6.0,64.0,-48.0,-52.0,12.0,90.87,105.49
2021-03-29,Poland,29266,131,37958138,Europe,-35.0,-7.0,-10.0,-41.0,-27.0,11.0,68.53,77.78
2021-03-29,Portugal,365,10,10295909,Europe,-43.0,4.0,-17.0,-52.0,-35.0,16.0,42.19,56.33
2021-03-29,Romania,4439,117,19328838,Europe,-28.0,-1.0,-17.0,-30.0,-27.0,4.0,101.29,80.12
2021-03-29,Slovakia,1510,70,5457873,Europe,-40.0,6.0,22.0,-39.0,-30.0,10.0,88.51,70.74
2021-03-29,Slovenia,641,3,2095861,Europe,-23.0,3.0,55.0,-18.0,-17.0,5.0,120.14,89.76
2021-03-29,Spain,15501,189,47332614,Europe,-21.0,5.0,29.0,-26.0,-31.0,6.0,79.04,92.19
2021-03-29,Sweden,2963,23,10327589,Europe,-14.0,0.0,12.0,-41.0,-31.0,10.0,92.2,109.17
2021-03-30,Austria,3240,24,8901064,Europe,-25.0,5.0,76.0,-27.0,-35.0,7.0,96.37,106.82
2021-03-30,Belgium,5245,33,11522440,Europe,-29.0,13.0,155.0,-31.0,-37.0,12.0,126.93,103.96
2021-03-30,Bulgaria,4497,203,6951482,Europe,-41.0,4.0,16.0,-13.0,-34.0,6.0,91.91,76.05
2021-03-30,Croatia,300,18,4058165,Europe,-15.0,13.0,55.0,-20.0,-15.0,2.0,115.9,95.13
2021-03-30,Czechia,6896,85,10693939,Europe,-38.0,10.0,62.0,-26.0,-30.0,11.0,66.62,83.16
2021-03-30,Denmark,679,1,5822763,Europe,5.0,11.0,248.0,-32.0,-45.0,8.0,148.77,135.83
2021-03-30,Estonia,1202,17,1328976,Europe,-38.0,-4.0,-3.0,-39.0,-36.0,13.0,80.4,80.13
2021-03-30,Finland,422,2,5525292,Europe,-27.0,6.0,38.0,-46.0,-29.0,10.0,92.96,108.78
2021-03-30,France,53130,360,67320216,Europe,-35.0,6.0,43.0,-26.0,-23.0,8.0,72.22,88.98
2021-03-30,Germany,9549,180,83166711,Europe,-23.0,13.0,135.0,-28.0,-29.0,9.0,120.07,104.62
2021-03-30,Greece,1724,65,10718565,Europe,-48.0,13.0,26.0,-46.0,-33.0,9.0,74.87,68.08
2021-03-30,Hungary,4609,274,9769526,Europe,-33.0,6.0,25.0,-36.0,-35.0,13.0,60.87,88.95
2021-03-30,Ireland,537,1,4964440,Europe,-35.0,9.0,96.0,-55.0,-46.0,14.0,63.51,73.38
2021-03-30,Italy,12900,417,59641488,Europe,-36.0,4.0,13.0,-42.0,-29.0,11.0,55.7,69.96
2021-03-30,Latvia,167,5,1907675,Europe,-28.0,-7.0,16.0,-40.0,-35.0,10.0,73.17,80.38
2021-03-30,Lithuania,424,9,2794090,Europe,-40.0,23.0,5.0,-35.0,-28.0,9.0,99.26,81.82
2021-03-30,Luxembourg,318,3,626108,Europe,-26.0,7.0,54.0,-20.0,-27.0,8.0,104.55,86.55
2021-03-30,Netherlands,6702,10,17407585,Europe,-23.0,8.0,153.0,-41.0,-30.0,10.0,96.64,88.56
2021-03-30,Norway,2211,4,5367580,Europe,-11.0,19.0,95.0,-46.0,-54.0,11.0,94.48,107.54
2021-03-30,Poland,16973,48,37958138,Europe,-29.0,4.0,46.0,-36.0,-28.0,10.0,81.51,83.5
2021-03-30,Portugal,309,6,10295909,Europe,-42.0,8.0,-20.0,-50.0,-35.0,16.0,44.25,58.17
2021-03-30,Romania,3825,120,19328838,Europe,-26.0,2.0,-13.0,-29.0,-26.0,3.0,103.62,80.28
2021-03-30,Slovakia,2689,46,5457873,Europe,-40.0,8.0,41.0,-38.0,-30.0,9.0,96.75,75.93
2021-03-30,Slovenia,286,1,2095861,Europe,-22.0,5.0,63.0,-14.0,-16.0,5.0,134.04,104.5
2021-03-30,Spain,4994,106,47332614,Europe,-21.0,10.0,29.0,-24.0,-31.0,6.0,82.32,96.06
2021-03-30,Sweden,8468,16,10327589,Europe,-8.0,6.0,80.0,-35.0,-30.0,8.0,98.96,114.41
2021-03-31,Austria,2810,28,8901064,Europe,-23.0,11.0,72.0,-24.0,-36.0,6.0,96.63,108.12
2021-03-31,Belgium,4762,31,11522440,Europe,-31.0,9.0,132.0,-30.0,-37.0,10.0,127.4,106.33
2021-03-31,Bulgaria,5176,155,6951482,Europe,-38.0,8.0,22.0,-11.0,-33.0,6.0,99.67,76.85
2021-03-31,Croatia,1487,17,4058165,Europe,-11.0,22.0,64.0,-19.0,-16.0,1.0,130.89,109.99
2021-03-31,Czechia,8664,199,10693939,Europe,-36.0,20.0,62.0,-24.0,-29.0,10.0,68.5,88.4
2021-03-31,Denmark,1210,2,5822763,Europe,18.0,33.0,224.0,-28.0,-47.0,6.0,146.11,142.89
2021-03-31,Estonia,1008,6,1328976,Europe,-35.0,2.0,15.0,-35.0,-36.0,12.0,88.2,91.3
2021-03-31,Finland,420,1,5525292,Europe,-19.0,20.0,61.0,-42.0,-28.0,9.0,100.46,120.65
2021-03-31,France,43554,381,67320216,Europe,-36.0,8.0,43.0,-26.0,-23.0,8.0,80.62,109.07
2021-03-31,Germany,17051,249,83166711,Europe,-19.0,27.0,138.0,-25.0,-30.0,8.0,119.73,106.98
2021-03-31,Greece,4322,72,10718565,Europe,-51.0,10.0,6.0,-50.0,-34.0,10.0,68.43,68.78
2021-03-31,Hungary,6700,302,9769526,Europe,-28.0,17.0,51.0,-32.0,-35.0,11.0,67.54,97.65
2021-03-31,Ireland,366,14,4964440,Europe,-37.0,10.0,44.0,-57.0,-47.0,16.0,53.45,69.93
2021-03-31,Italy,16055,529,59641488,Europe,-36.0,7.0,17.0,-40.0,-28.0,11.0,57.49,72.92
2021-03-31,Latvia,526,10,1907675,Europe,-26.0,-6.0,24.0,-36.0,-34.0,9.0,74.75,81.57
2021-03-31,Lithuania,851,6,2794090,Europe,-34.0,28.0,65.0,-28.0,-28.0,7.0,119.85,82.76
2021-03-31,Luxembourg,182,2,626108,Europe,-31.0,7.0,33.0,-22.0,-28.0,8.0,107.27,93.17
