date,country,cases,deaths,popData2020,continentExp,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,driving
2021-03-01,Austria,456112,8414,8901064,Europe,-34.0,-1.0,12.0,-31.0,-26.0,7.0,80.34,89.13
2021-03-01,Belgium,777332,22282,11522440,Europe,-30.0,4.0,25.0,-31.0,-25.0,10.0,99.1,94.83
2021-03-01,Bulgaria,247038,10191,6951482,Europe,-26.0,3.0,-11.0,-5.0,-25.0,2.0,99.58,81.01
2021-03-01,Croatia,242973,5526,4058165,Europe,-17.0,9.0,38.0,-18.0,-13.0,1.0,106.52,79.95
2021-03-01,Czechia,1240051,20469,10693939,Europe,-56.0,-10.0,-19.0,-43.0,-33.0,15.0,46.11,63.62
2021-03-01,Denmark,211195,2361,5822763,Europe,-12.0,-4.0,51.0,-42.0,-34.0,10.0,114.23,107.89
2021-03-01,Estonia,66628,598,1328976,Europe,-21.0,-2.0,-4.0,-34.0,-28.0,11.0,90.02,85.53
2021-03-01,Finland,57672,791,5525292,Europe,-15.0,2.0,28.0,-42.0,-33.0,10.0,96.84,106.38
2021-03-01,France,3645305,86454,67320216,Europe,-34.0,-2.0,36.0,-29.0,-32.0,9.0,72.64,93.15
2021-03-01,Germany,2447068,70105,83166711,Europe,-36.0,1.0,34.0,-34.0,-24.0,9.0,95.21,87.82
2021-03-01,Greece,191100,6504,10718565,Europe,-46.0,7.0,33.0,-44.0,-31.0,8.0,72.28,67.35
2021-03-01,Hungary,432925,15058,9769526,Europe,-27.0,-2.0,12.0,-29.0,-23.0,9.0,61.48,84.85
2021-03-01,Ireland,219592,4319,4964440,Europe,-43.0,0.0,29.0,-61.0,-45.0,16.0,45.6,54.78
2021-03-01,Italy,2925265,97699,59641488,Europe,-30.0,0.0,4.0,-36.0,-23.0,9.0,62.17,75.78
2021-03-01,Latvia,86186,1618,1907675,Europe,-32.0,-14.0,12.0,-42.0,-35.0,11.0,74.88,70.58
2021-03-01,Lithuania,197343,3244,2794090,Europe,-48.0,7.0,-2.0,-42.0,-31.0,11.0,98.41,71.31
2021-03-01,Luxembourg,55425,638,626108,Europe,-31.0,-4.0,10.0,-26.0,-26.0,10.0,103.51,82.1
2021-03-01,Netherlands,1087303,15544,17407585,Europe,-41.0,-5.0,28.0,-51.0,-33.0,12.0,76.2,76.88
2021-03-01,Norway,70034,622,5367580,Europe,-13.0,0.0,10.0,-43.0,-28.0,9.0,97.71,101.07
2021-03-01,Poland,1706986,43769,37958138,Europe,-23.0,-3.0,-11.0,-34.0,-20.0,7.0,81.65,89.14
2021-03-01,Portugal,804562,16317,10295909,Europe,-53.0,-3.0,-36.0,-58.0,-42.0,19.0,35.8,53.74
2021-03-01,Romania,801994,20350,19328838,Europe,-23.0,5.0,-30.0,-28.0,-25.0,3.0,102.63,82.45
2021-03-01,Slovakia,595876,7189,5457873,Europe,-45.0,1.0,21.0,-43.0,-33.0,11.0,94.43,72.65
2021-03-01,Slovenia,190081,4111,2095861,Europe,-36.0,-7.0,29.0,-29.0,-23.0,7.0,113.24,85.92
2021-03-01,Spain,15978,467,47332614,Europe,-35.0,-9.0,-8.0,-30.0,-29.0,8.0,58.46,72.94
2021-03-01,Sweden,668985,13080,10327589,Europe,-18.0,-5.0,28.0,-41.0,-32.0,10.0,97.73,105.49
2021-03-02,Austria,1148,25,8901064,Europe,-37.0,0.0,21.0,-30.0,-26.0,8.0,82.42,89.07
2021-03-02,Belgium,2795,25,11522440,Europe,-28.0,7.0,63.0,-28.0,-25.0,10.0,111.98,96.5
2021-03-02,Bulgaria,2588,117,6951482,Europe,-23.0,9.0,5.0,-5.0,-25.0,1.0,115.1,93.38
2021-03-02,Croatia,91,11,4058165,Europe,-20.0,7.0,39.0,-18.0,-13.0,2.0,99.98,82.51
2021-03-02,Czechia,12191,232,10693939,Europe,-54.0,-6.0,-9.0,-43.0,-35.0,16.0,46.22,64.68
2021-03-02,Denmark,497,4,5822763,Europe,-17.0,-2.0,52.0,-42.0,-33.0,11.0,113.79,108.58
2021-03-02,Estonia,1111,0,1328976,Europe,-19.0,-1.0,9.0,-32.0,-29.0,10.0,100.52,86.69
2021-03-02,Finland,392,2,5525292,Europe,-18.0,0.0,38.0,-43.0,-33.0,10.0,99.13,106.92
2021-03-02,France,27422,375,67320216,Europe,-34.0,1.0,34.0,-28.0,-31.0,10.0,78.0,95.41
2021-03-02,Germany,3943,358,83166711,Europe,-38.0,0.0,62.0,-32.0,-24.0,10.0,99.17,89.95
2021-03-02,Greece,1170,30,10718565,Europe,-52.0,7.0,2.0,-48.0,-32.0,9.0,75.48,70.23
2021-03-02,Hungary,2764,130,9769526,Europe,-25.0,3.0,26.0,-28.0,-24.0,9.0,64.28,89.11
2021-03-02,Ireland,681,0,4964440,Europe,-43.0,2.0,21.0,-61.0,-44.0,16.0,44.55,57.04
2021-03-02,Italy,13106,246,59641488,Europe,-29.0,1.0,9.0,-35.0,-24.0,9.0,64.18,77.19
2021-03-02,Latvia,272,3,1907675,Europe,-32.0,-11.0,20.0,-42.0,-35.0,11.0,68.64,75.52
2021-03-02,Lithuania,2055,9,2794090,Europe,-47.0,13.0,12.0,-42.0,-31.0,11.0,107.71,75.5
2021-03-02,Luxembourg,55,1,626108,Europe,-30.0,0.0,22.0,-23.0,-26.0,9.0,109.23,81.68
2021-03-02,Netherlands,3753,21,17407585,Europe,-38.0,3.0,71.0,-49.0,-32.0,12.0,84.93,79.7
2021-03-02,Norway,968,1,5367580,Europe,-14.0,1.0,35.0,-42.0,-29.0,8.0,99.58,97.46
2021-03-02,Poland,4786,24,37958138,Europe,-22.0,-1.0,15.0,-32.0,-20.0,7.0,87.12,90.75
2021-03-02,Portugal,394,34,10295909,Europe,-54.0,-3.0,-34.0,-57.0,-42.0,20.0,37.16,53.38
2021-03-02,Romania,2096,53,19328838,Europe,-24.0,3.0,-22.0,-28.0,-25.0,2.0,108.75,82.4
2021-03-02,Slovakia,5260,81,5457873,Europe,-45.0,2.0,46.0,-42.0,-34.0,10.0,94.45,74.86
2021-03-02,Slovenia,243,2,2095861,Europe,-39.0,-8.0,31.0,-27.0,-23.0,7.0,120.61,88.6
2021-03-02,Spain,4517,192,47332614,Europe,-34.0,2.0,-8.0,-26.0,-20.0,7.0,63.62,75.15
2021-03-02,Sweden,6191,23,10327589,Europe,-19.0,-5.0,49.0,-40.0,-32.0,10.0,99.47,106.12
2021-03-03,Austria,1926,17,8901064,Europe,-39.0,-2.0,16.0,-29.0,-27.0,8.0,83.87,90.24
2021-03-03,Belgium,2790,26,11522440,Europe,-27.0,5.0,56.0,-26.0,-24.0,9.0,116.53,100.02
2021-03-03,Bulgaria,2403,83,6951482,Europe,-14.0,6.0,90.0,-17.0,-66.0,10.0,139.69,110.19
2021-03-03,Croatia,394,11,4058165,Europe,-19.0,12.0,40.0,-20.0,-13.0,1.0,108.17,88.09
2021-03-03,Czechia,16816,240,10693939,Europe,-54.0,-5.0,-9.0,-42.0,-34.0,16.0,47.47,64.75
2021-03-03,Denmark,532,2,5822763,Europe,-20.0,-4.0,38.0,-43.0,-33.0,11.0,112.59,110.41
2021-03-03,Estonia,1454,17,1328976,Europe,-21.0,1.0,-3.0,-33.0,-29.0,11.0,97.6,84.96
2021-03-03,Finland,581,1,5525292,Europe,-18.0,1.0,37.0,-42.0,-33.0,11.0,94.06,107.16
2021-03-03,France,21151,417,67320216,Europe,-38.0,0.0,23.0,-29.0,-30.0,9.0,78.76,97.15
2021-03-03,Germany,9019,418,83166711,Europe,-38.0,-1.0,56.0,-33.0,-24.0,10.0,95.02,89.25
2021-03-03,Greece,2312,23,10718565,Europe,-48.0,17.0,25.0,-46.0,-31.0,8.0,97.68,82.03
2021-03-03,Hungary,4211,136,9769526,Europe,-26.0,4.0,28.0,-26.0,-24.0,9.0,68.85,92.02
2021-03-03,Ireland,357,14,4964440,Europe,-47.0,0.0,2.0,-62.0,-45.0,18.0,41.64,55.95
2021-03-03,Italy,17063,343,59641488,Europe,-31.0,0.0,4.0,-36.0,-23.0,10.0,63.36,78.43
2021-03-03,Latvia,645,17,1907675,Europe,-33.0,-13.0,6.0,-43.0,-35.0,11.0,71.39,70.59
2021-03-03,Lithuania,427,10,2794090,Europe,-47.0,13.0,14.0,-40.0,-31.0,11.0,105.13,74.92
2021-03-03,Luxembourg,152,2,626108,Europe,-37.0,-2.0,1.0,-25.0,-26.0,10.0,102.06,79.97
2021-03-03,Netherlands,3976,65,17407585,Europe,-35.0,1.0,42.0,-47.0,-29.0,10.0,84.79,82.63
2021-03-03,Norway,731,0,5367580,Europe,-19.0,-1.0,15.0,-44.0,-28.0,9.0,93.59,98.94
2021-03-03,Poland,7936,215,37958138,Europe,-20.0,0.0,21.0,-30.0,-20.0,6.0,89.31,91.94
2021-03-03,Portugal,691,38,10295909,Europe,-53.0,-4.0,-25.0,-56.0,-42.0,19.0,38.46,54.73
2021-03-03,Romania,3950,106,19328838,Europe,-21.0,6.0,-16.0,-24.0,-24.0,2.0,110.33,84.05
2021-03-03,Slovakia,6107,118,5457873,Europe,-50.0,-6.0,30.0,-46.0,-35.0,13.0,90.35,69.26
2021-03-03,Slovenia,732,11,2095861,Europe,-38.0,-9.0,30.0,-26.0,-22.0,7.0,118.57,87.92
2021-03-03,Spain,6137,446,47332614,Europe,-33.0,4.0,-3.0,-25.0,-19.0,7.0,65.23,77.13
2021-03-03,Sweden,4876,19,10327589,Europe,-21.0,-5.0,27.0,-41.0,-32.0,10.0,96.64,108.06
2021-03-04,Austria,2497,14,8901064,Europe,-41.0,-1.0,-3.0,-30.0,-27.0,9.0,81.47,89.95
2021-03-04,Belgium,2729,16,11522440,Europe,-40.0,2.0,-20.0,-36.0,-26.0,13.0,92.2,95.64
2021-03-04,Bulgaria,1154,22,6951482,Europe,-21.0,9.0,25.0,4.0,-25.0,1.0,113.87,89.29
2021-03-04,Croatia,747,7,4058165,Europe,-20.0,9.0,36.0,-19.0,-13.0,1.0,115.21,91.55
2021-03-04,Czechia,15230,187,10693939,Europe,-56.0,-5.0,-18.0,-45.0,-35.0,17.0,45.87,63.92
2021-03-04,Denmark,574,3,5822763,Europe,-19.0,-2.0,53.0,-43.0,-33.0,11.0,107.75,108.23
2021-03-04,Estonia,1417,8,1328976,Europe,-22.0,-2.0,-9.0,-35.0,-30.0,12.0,91.58,85.2
2021-03-04,Finland,797,2,5525292,Europe,-22.0,-1.0,22.0,-45.0,-33.0,11.0,92.81,107.83
2021-03-04,France,20453,322,67320216,Europe,-39.0,1.0,10.0,-30.0,-31.0,10.0,75.02,95.68
2021-03-04,Germany,11912,359,83166711,Europe,-45.0,0.0,-3.0,-38.0,-25.0,11.0,85.72,86.3
2021-03-04,Greece,2697,40,10718565,Europe,-55.0,9.0,8.0,-50.0,-34.0,10.0,89.46,70.87
2021-03-04,Hungary,6278,152,9769526,Europe,-23.0,10.0,6.0,-28.0,-24.0,9.0,64.46,89.54
2021-03-04,Ireland,559,24,4964440,Europe,-47.0,1.0,-5.0,-63.0,-45.0,19.0,42.14,57.65
2021-03-04,Italy,20840,347,59641488,Europe,-32.0,2.0,-3.0,-36.0,-24.0,10.0,62.7,77.94
2021-03-04,Latvia,919,16,1907675,Europe,-35.0,-9.0,-5.0,-43.0,-35.0,12.0,67.72,71.17
2021-03-04,Lithuania,526,18,2794090,Europe,-49.0,11.0,-16.0,-41.0,-32.0,12.0,94.98,76.6
2021-03-04,Luxembourg,270,2,626108,Europe,-37.0,-1.0,-18.0,-28.0,-26.0,11.0,90.41,80.18
2021-03-04,Netherlands,4991,48,17407585,Europe,-43.0,-3.0,-6.0,-53.0,-32.0,13.0,78.49,80.25
2021-03-04,Norway,500,9,5367580,Europe,-20.0,0.0,31.0,-44.0,-29.0,9.0,97.95,101.49
2021-03-04,Poland,15698,352,37958138,Europe,-24.0,1.0,-8.0,-33.0,-20.0,7.0,82.15,92.36
2021-03-04,Portugal,979,41,10295909,Europe,-55.0,-5.0,-40.0,-59.0,-43.0,20.0,32.65,53.3
2021-03-04,Romania,4278,77,19328838,Europe,-23.0,4.0,-21.0,-26.0,-24.0,2.0,108.77,85.75
2021-03-04,Slovakia,5285,101,5457873,Europe,-52.0,-5.0,0.0,-49.0,-36.0,14.0,83.52,67.31
2021-03-04,Slovenia,1210,4,2095861,Europe,-38.0,-7.0,15.0,-28.0,-22.0,7.0,109.38,89.25
2021-03-04,Spain,6037,254,47332614,Europe,-33.0,4.0,-5.0,-25.0,-19.0,7.0,66.12,78.4
2021-03-04,Sweden,4884,19,10327589,Europe,-21.0,-3.0,21.0,-43.0,-32.0,11.0,93.79,108.61
2021-03-05,Austria,2691,19,8901064,Europe,-45.0,-3.0,-39.0,-40.0,-30.0,12.0,73.2,91.63
2021-03-05,Belgium,2766,33,11522440,Europe,-37.0,11.0,19.0,-28.0,-23.0,12.0,107.01,102.37
2021-03-05,Bulgaria,2198,93,6951482,Europe,-23.0,11.0,20.0,0.0,-24.0,0.0,120.6,99.09
2021-03-05,Croatia,667,9,4058165,Europe,-27.0,12.0,5.0,-24.0,-13.0,3.0,108.37,96.56
2021-03-05,Czechia,14714,197,10693939,Europe,-59.0,-2.0,-36.0,-49.0,-34.0,19.0,42.62,60.81
2021-03-05,Denmark,520,4,5822763,Europe,-22.0,-2.0,76.0,-42.0,-33.0,11.0,127.2,114.35
2021-03-05,Estonia,1534,14,1328976,Europe,-22.0,6.0,-17.0,-36.0,-29.0,12.0,100.78,95.34
2021-03-05,Finland,758,3,5525292,Europe,-22.0,-1.0,35.0,-46.0,-33.0,12.0,99.0,123.62
2021-03-05,France,20495,293,67320216,Europe,-40.0,1.0,-2.0,-29.0,-32.0,12.0,77.47,100.35
2021-03-05,Germany,10580,264,83166711,Europe,-44.0,3.0,12.0,-38.0,-24.0,12.0,92.07,91.35
2021-03-05,Greece,2217,35,10718565,Europe,-58.0,5.0,9.0,-50.0,-36.0,12.0,86.29,69.64
2021-03-05,Hungary,6369,143,9769526,Europe,-19.0,15.0,-13.0,-28.0,-24.0,10.0,66.01,97.99
2021-03-05,Ireland,460,39,4964440,Europe,-47.0,4.0,4.0,-61.0,-43.0,19.0,50.53,64.03
2021-03-05,Italy,22845,339,59641488,Europe,-35.0,3.0,-9.0,-39.0,-25.0,11.0,63.4,77.25
2021-03-05,Latvia,646,12,1907675,Europe,-31.0,-5.0,-8.0,-43.0,-34.0,12.0,68.03,85.9
2021-03-05,Lithuania,533,13,2794090,Europe,-48.0,18.0,7.0,-37.0,-29.0,11.0,108.87,84.69
2021-03-05,Luxembourg,208,4,626108,Europe,-40.0,3.0,-14.0,-29.0,-27.0,13.0,98.15,84.42
2021-03-05,Netherlands,4110,33,17407585,Europe,-40.0,2.0,34.0,-47.0,-27.0,11.0,91.53,85.35
2021-03-05,Norway,690,0,5367580,Europe,-23.0,-2.0,20.0,-44.0,-30.0,10.0,100.07,101.5
2021-03-05,Poland,15253,289,37958138,Europe,-26.0,3.0,-14.0,-33.0,-19.0,7.0,95.33,102.73
2021-03-05,Portugal,830,28,10295909,Europe,-55.0,1.0,-37.0,-56.0,-42.0,21.0,38.67,59.7
2021-03-05,Romania,4271,98,19328838,Europe,-21.0,9.0,-21.0,-21.0,-8.0,0.0,118.84,94.26
2021-03-05,Slovakia,4821,71,5457873,Europe,-55.0,-2.0,-26.0,-54.0,-35.0,17.0,78.95,67.32
2021-03-05,Slovenia,1015,13,2095861,Europe,-41.0,-7.0,-14.0,-33.0,-21.0,10.0,104.38,95.03
2021-03-05,Spain,6654,637,47332614,Europe,-35.0,4.0,-9.0,-25.0,-19.0,8.0,79.1,89.39
2021-03-05,Sweden,4069,14,10327589,Europe,-22.0,-6.0,26.0,-41.0,-33.0,11.0,100.93,115.13
2021-03-06,Austria,2319,24,8901064,Europe,-41.0,-7.0,14.0,-35.0,-19.0,6.0,81.91,86.97
2021-03-06,Belgium,1531,25,11522440,Europe,-34.0,6.0,41.0,-25.0,-7.0,9.0,132.71,101.23
2021-03-06,Bulgaria,3004,65,6951482,Europe,-32.0,-2.0,-26.0,-16.0,-19.0,1.0,100.33,89.58
2021-03-06,Croatia,590,6,4058165,Europe,-24.0,11.0,26.0,-30.0,-14.0,1.0,111.75,96.79
2021-03-06,Czechia,13162,233,10693939,Europe,-63.0,-4.0,-2.0,-40.0,-13.0,10.0,44.61,49.34
2021-03-06,Denmark,614,3,5822763,Europe,-28.0,-3.0,42.0,-42.0,-6.0,6.0,114.48,102.48
2021-03-06,Estonia,1540,7,1328976,Europe,-56.0,-8.0,-34.0,-48.0,-21.0,9.0,71.69,82.38
2021-03-06,Finland,704,1,5525292,Europe,-32.0,-6.0,-7.0,-51.0,-8.0,7.0,89.41,117.73
2021-03-06,France,21912,439,67320216,Europe,-40.0,0.0,4.0,-24.0,-19.0,7.0,89.87,98.1
2021-03-06,Germany,9557,300,83166711,Europe,-51.0,-2.0,37.0,-38.0,-8.0,8.0,95.78,86.87
2021-03-06,Greece,2181,32,10718565,Europe,-62.0,4.0,10.0,-55.0,-30.0,10.0,83.7,60.62
2021-03-06,Hungary,7269,146,9769526,Europe,-21.0,9.0,12.0,-18.0,-2.0,4.0,62.33,90.68
2021-03-06,Ireland,520,9,4964440,Europe,-49.0,7.0,18.0,-59.0,-24.0,11.0,56.6,60.22
2021-03-06,Italy,24010,297,59641488,Europe,-42.0,-4.0,-17.0,-43.0,-23.0,11.0,65.71,70.44
2021-03-06,Latvia,746,14,1907675,Europe,-36.0,-10.0,1.0,-42.0,-16.0,5.0,67.08,80.82
2021-03-06,Lithuania,451,9,2794090,Europe,-51.0,15.0,14.0,-41.0,0.0,4.0,90.39,72.03
2021-03-06,Luxembourg,186,5,626108,Europe,-33.0,6.0,31.0,-24.0,-13.0,7.0,111.53,81.1
2021-03-06,Netherlands,4668,32,17407585,Europe,-45.0,1.0,35.0,-45.0,-1.0,8.0,91.7,77.89
2021-03-06,Norway,570,0,5367580,Europe,-31.0,-6.0,4.0,-47.0,-14.0,6.0,92.85,86.9
2021-03-06,Poland,15831,263,37958138,Europe,-25.0,0.0,10.0,-29.0,-2.0,3.0,98.63,91.28
2021-03-06,Portugal,949,28,10295909,Europe,-63.0,-18.0,-34.0,-59.0,-29.0,15.0,39.48,49.21
2021-03-06,Romania,4342,101,19328838,Europe,-30.0,-2.0,-35.0,-29.0,-9.0,0.0,84.2,81.58
2021-03-06,Slovakia,5363,105,5457873,Europe,-56.0,-5.0,1.0,-48.0,-12.0,8.0,75.29,55.65
2021-03-06,Slovenia,884,0,2095861,Europe,-37.0,1.0,13.0,-26.0,-9.0,5.0,89.38,84.07
2021-03-06,Spain,0,0,47332614,Europe,-39.0,-1.0,-8.0,-28.0,-17.0,7.0,84.44,86.45
2021-03-06,Sweden,3455,12,10327589,Europe,-25.0,-6.0,24.0,-37.0,-4.0,5.0,95.83,116.04
2021-03-07,Austria,2846,16,8901064,Europe,-56.0,-15.0,39.0,-30.0,-20.0,5.0,68.05,82.53
2021-03-07,Belgium,799,19,11522440,Europe,-41.0,5.0,53.0,-24.0,-4.0,6.0,99.56,91.35
2021-03-07,Bulgaria,1426,22,6951482,Europe,-17.0,10.0,44.0,3.0,-12.0,-3.0,92.35,87.77
2021-03-07,Croatia,658,15,4058165,Europe,-24.0,6.0,44.0,-18.0,-13.0,0.0,92.3,88.52
2021-03-07,Czechia,9167,159,10693939,Europe,-60.0,-11.0,18.0,-39.0,-12.0,9.0,44.72,54.98
2021-03-07,Denmark,394,0,5822763,Europe,-22.0,-9.0,42.0,-42.0,-4.0,5.0,95.52,99.02
2021-03-07,Estonia,1319,9,1328976,Europe,-52.0,-6.0,-19.0,-47.0,-19.0,7.0,65.94,80.0
2021-03-07,Finland,648,2,5525292,Europe,-36.0,-11.0,2.0,-52.0,-6.0,6.0,74.22,99.09
2021-03-07,France,13697,170,67320216,Europe,-38.0,18.0,7.0,-25.0,-10.0,3.0,59.15,85.24
2021-03-07,Germany,8103,96,83166711,Europe,-47.0,6.0,51.0,-35.0,-6.0,5.0,88.66,86.26
2021-03-07,Greece,2301,41,10718565,Europe,-67.0,-1.0,7.0,-57.0,-33.0,11.0,70.34,56.54
2021-03-07,Hungary,6201,108,9769526,Europe,-14.0,14.0,40.0,-14.0,0.0,2.0,52.54,84.36
2021-03-07,Ireland,530,14,4964440,Europe,-51.0,-3.0,34.0,-58.0,-20.0,9.0,48.88,51.91
2021-03-07,Italy,23633,307,59641488,Europe,-50.0,-22.0,-11.0,-43.0,-19.0,10.0,57.41,65.42
2021-03-07,Latvia,595,7,1907675,Europe,-34.0,-7.0,11.0,-43.0,-9.0,3.0,51.77,69.69
2021-03-07,Lithuania,464,18,2794090,Europe,-58.0,10.0,-15.0,-50.0,-3.0,5.0,75.02,63.59
2021-03-07,Luxembourg,210,5,626108,Europe,-49.0,0.0,73.0,-27.0,-19.0,4.0,83.05,69.73
2021-03-07,Netherlands,5329,41,17407585,Europe,-50.0,-4.0,41.0,-44.0,-1.0,5.0,74.95,71.91
2021-03-07,Norway,0,0,5367580,Europe,-37.0,-2.0,9.0,-43.0,-11.0,4.0,82.76,93.51
2021-03-07,Poland,14855,247,37958138,Europe,-48.0,-20.0,-16.0,-36.0,-5.0,4.0,65.56,82.43
2021-03-07,Portugal,1007,26,10295909,Europe,-67.0,-25.0,-44.0,-63.0,-27.0,13.0,33.73,42.35
2021-03-07,Romania,4064,69,19328838,Europe,-15.0,12.0,2.0,-19.0,-4.0,-2.0,90.98,83.57
2021-03-07,Slovakia,5210,74,5457873,Europe,-55.0,-8.0,33.0,-45.0,-13.0,6.0,74.68,58.73
2021-03-07,Slovenia,921,0,2095861,Europe,-61.0,-84.0,51.0,-23.0,-15.0,4.0,104.05,87.71
2021-03-07,Spain,0,0,47332614,Europe,-45.0,-7.0,-27.0,-37.0,-18.0,7.0,54.86,69.16
2021-03-07,Sweden,1451,17,10327589,Europe,-26.0,-11.0,18.0,-42.0,-5.0,5.0,79.48,111.12
2021-03-08,Austria,2281,9,8901064,Europe,-35.0,-1.0,-4.0,-32.0,-26.0,8.0,75.53,86.79
2021-03-08,Belgium,3731,36,11522440,Europe,-28.0,5.0,26.0,-31.0,-26.0,11.0,97.63,93.85
2021-03-08,Bulgaria,497,21,6951482,Europe,-11.0,21.0,13.0,4.0,-24.0,0.0,104.88,78.54
2021-03-08,Croatia,394,5,4058165,Europe,-14.0,21.0,31.0,-18.0,-12.0,1.0,103.14,84.12
2021-03-08,Czechia,3960,165,10693939,Europe,-50.0,5.0,-24.0,-43.0,-34.0,16.0,44.26,65.37
2021-03-08,Denmark,513,2,5822763,Europe,-18.0,-5.0,68.0,-42.0,-34.0,10.0,108.4,104.23
2021-03-08,Estonia,1180,14,1328976,Europe,-11.0,16.0,-3.0,-32.0,-30.0,11.0,79.49,85.36
2021-03-08,Finland,511,9,5525292,Europe,-26.0,4.0,32.0,-47.0,-35.0,11.0,84.46,97.6
2021-03-08,France,3146,130,67320216,Europe,-36.0,-4.0,7.0,-27.0,-24.0,8.0,66.29,88.57
2021-03-08,Germany,5011,34,83166711,Europe,-33.0,-1.0,32.0,-36.0,-27.0,10.0,92.08,88.46
2021-03-08,Greece,1142,53,10718565,Europe,-50.0,4.0,24.0,-48.0,-34.0,10.0,75.72,65.9
2021-03-08,Hungary,2696,115,9769526,Europe,-37.0,2.0,0.0,-38.0,-34.0,13.0,51.53,77.52
2021-03-08,Ireland,520,3,4964440,Europe,-42.0,2.0,16.0,-61.0,-44.0,16.0,41.18,54.25
2021-03-08,Italy,20724,207,59641488,Europe,-35.0,-4.0,-15.0,-44.0,-27.0,11.0,54.08,69.84
2021-03-08,Latvia,322,8,1907675,Europe,-23.0,1.0,-10.0,-41.0,-35.0,11.0,58.37,72.28
2021-03-08,Lithuania,415,7,2794090,Europe,-42.0,31.0,-8.0,-37.0,-31.0,10.0,89.17,81.5
2021-03-08,Luxembourg,140,5,626108,Europe,-32.0,-3.0,1.0,-28.0,-27.0,11.0,83.92,77.7
2021-03-08,Netherlands,4522,30,17407585,Europe,-36.0,-3.0,20.0,-49.0,-32.0,11.0,73.35,77.57
2021-03-08,Norway,0,0,5367580,Europe,-17.0,0.0,16.0,-42.0,-25.0,9.0,91.83,93.01
2021-03-08,Poland,13569,126,37958138,Europe,-15.0,12.0,-9.0,-31.0,-20.0,6.0,81.32,89.37
2021-03-08,Portugal,682,28,10295909,Europe,-49.0,4.0,-32.0,-57.0,-41.0,19.0,36.94,54.59
2021-03-08,Romania,3288,46,19328838,Europe,-14.0,13.0,-16.0,-24.0,-27.0,2.0,100.63,82.92
2021-03-08,Slovakia,2696,97,5457873,Europe,-47.0,8.0,-7.0,-46.0,-34.0,12.0,78.32,66.99
2021-03-08,Slovenia,382,28,2095861,Europe,-28.0,9.0,27.0,-21.0,-21.0,6.0,121.56,84.81
2021-03-08,Spain,11958,298,47332614,Europe,-31.0,-3.0,-15.0,-28.0,-21.0,7.0,58.82,73.12
2021-03-08,Sweden,1982,24,10327589,Europe,-20.0,-5.0,29.0,-40.0,-32.0,10.0,88.24,98.85
2021-03-09,Austria,1965,23,8901064,Europe,-40.0,-2.0,-1.0,-33.0,-27.0,9.0,75.98,87.01
2021-03-09,Belgium,3434,23,11522440,Europe,-33.0,4.0,3.0,-33.0,-26.0,12.0,95.16,94.21
2021-03-09,Bulgaria,2995,150,6951482,Europe,-29.0,5.0,-11.0,-8.0,-25.0,3.0,99.3,77.62
2021-03-09,Croatia,94,19,4058165,Europe,-23.0,7.0,11.0,-22.0,-13.0,3.0,99.7,82.05
2021-03-09,Czechia,10524,265,10693939,Europe,-52.0,-2.0,-9.0,-42.0,-35.0,16.0,45.87,65.42
2021-03-09,Denmark,425,2,5822763,Europe,-19.0,-3.0,86.0,-40.0,-33.0,10.0,112.6,107.19
2021-03-09,Estonia,1308,2,1328976,Europe,-18.0,-1.0,-20.0,-35.0,-31.0,12.0,71.89,82.21
2021-03-09,Finland,459,3,5525292,Europe,-39.0,-8.0,2.0,-50.0,-36.0,14.0,73.09,97.6
2021-03-09,France,29327,359,67320216,Europe,-37.0,-1.0,9.0,-27.0,-23.0,9.0,69.52,89.77
2021-03-09,Germany,4252,255,83166711,Europe,-36.0,-1.0,12.0,-35.0,-24.0,11.0,88.2,88.76
2021-03-09,Greece,1161,39,10718565,Europe,-55.0,4.0,6.0,-50.0,-35.0,10.0,73.65,64.99
2021-03-09,Hungary,6494,158,9769526,Europe,-42.0,-5.0,5.0,-41.0,-36.0,14.0,54.88,79.13
2021-03-09,Ireland,432,0,4964440,Europe,-46.0,-1.0,-4.0,-63.0,-44.0,17.0,39.06,55.29
2021-03-09,Italy,13882,318,59641488,Europe,-38.0,-5.0,-16.0,-43.0,-28.0,12.0,54.35,70.26
2021-03-09,Latvia,194,4,1907675,Europe,-35.0,-14.0,-4.0,-46.0,-36.0,12.0,63.75,71.59
2021-03-09,Lithuania,216,8,2794090,Europe,-47.0,13.0,3.0,-41.0,-31.0,11.0,95.21,77.89
2021-03-09,Luxembourg,31,1,626108,Europe,-35.0,-2.0,-16.0,-27.0,-27.0,10.0,85.01,80.7
2021-03-09,Netherlands,3832,28,17407585,Europe,-38.0,1.0,18.0,-50.0,-32.0,12.0,75.42,78.76
2021-03-09,Norway,1447,0,5367580,Europe,-19.0,-1.0,32.0,-41.0,-25.0,8.0,91.75,89.58
2021-03-09,Poland,6169,32,37958138,Europe,-24.0,-1.0,-2.0,-34.0,-21.0,8.0,78.8,88.51
2021-03-09,Portugal,365,25,10295909,Europe,-51.0,-1.0,-27.0,-56.0,-42.0,19.0,37.57,54.37
